"registrationid","buildingid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","block","lot","bin","communityboard","lastregistrationdate","registrationenddate"
"711297","112651","2","BRONX","551","551","551","TAYLOR AVENUE","67620","10473","3522","55","2021429","9","2023-08-25T00:00:00.000","2024-09-30T00:00:00.000"
"221133","112855","2","BRONX","1425","1425","1425","TELLER AVENUE","67820","10456","2784","23","2007242","4","2025-07-02T00:00:00.000","2026-09-01T00:00:00.000"
"214189","88345","2","BRONX","893","893","893","IRVINE STREET","42220","10474","2761","63","2006349","2","2025-12-01T00:00:00.000","2026-09-01T00:00:00.000"
"212061","114716","2","BRONX","3135","3135","3135","TIEMANN AVENUE","68520","10469","4765","19","2061879","12","2025-07-30T00:00:00.000","2026-09-01T00:00:00.000"
"224145","116372","2","BRONX","837","837","837","UNDERHILL AVENUE","70320","10473","3643","7502","2096837","9","2025-10-03T00:00:00.000","2026-09-01T00:00:00.000"
"219854","117112","2","BRONX","2662","2662","2662","VALENTINE AVENUE","70720","10458","3300","9","2016994","7","2025-10-07T00:00:00.000","2026-09-01T00:00:00.000"
"221558","117135","2","BRONX","2784","2784","2784","VALENTINE AVENUE","70720","10458","3301","21","2017038","7","2025-10-08T00:00:00.000","2026-09-01T00:00:00.000"
"215665","121243","2","BRONX","12","12","12","WEST 184 STREET","74720","10468","3198","76","2014276","7","2025-09-15T00:00:00.000","2026-09-01T00:00:00.000"
"713024","121293","2","BRONX","114","114","114","WEST 190 STREET","74780","10468","3219","190","2014812","7","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"219771","122929","2","BRONX","1142","1142","1142","WHITE PLAINS ROAD","77150","10472","3759","23","2024538","9","2009-10-16T00:00:00.000","2010-10-01T00:00:00.000"
"308881","126647","3","BROOKLYN","92","92","92","1 PLACE","5030","11231","361","24","3005151","6","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"341076","126719","3","BROOKLYN","330","330","330","1 STREET","5080","11215","970","19","3020804","6","2025-07-01T00:00:00.000","2026-09-01T00:00:00.000"
"329331","129133","3","BROOKLYN","490","490","490","4 AVENUE","5430","11215","1021","47","3022820","6","2025-07-30T00:00:00.000","2026-09-01T00:00:00.000"
"822533","129201","3","BROOKLYN","5214","5214","5214","4 AVENUE","5430","11220","806","42","3013856","7","2025-09-05T00:00:00.000","2026-09-01T00:00:00.000"
"851805","129234","3","BROOKLYN","5403","5403","5403","4 AVENUE","5430","11220","823","8","3014575","7","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"346126","129797","3","BROOKLYN","95","95","95","4 AVENUE","5430","11217","934","2","3018641","6","2025-06-17T00:00:00.000","2026-09-01T00:00:00.000"
"311007","130789","3","BROOKLYN","57","57","57","5 AVENUE","5580","11217","933","4","3018579","6","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"817851","130802","3","BROOKLYN","5716","5716","5716","5 AVENUE","5580","11220","847","42","3015686","7","2024-08-13T00:00:00.000","2025-09-01T00:00:00.000"
"311059","131469","3","BROOKLYN","882","882","882","5 AVENUE","5580","11232","705","41","3010437","7","2025-09-04T00:00:00.000","2026-09-01T00:00:00.000"
"307327","132154","3","BROOKLYN","487","487","487","6 AVENUE","5680","11215","1024","3","3022986","6","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"336793","133658","3","BROOKLYN","8","8","8","7 AVENUE","5780","11217","942","7502","3019111","6","2025-06-06T00:00:00.000","2026-09-01T00:00:00.000"
"335699","134256","3","BROOKLYN","404","402","404","8 AVENUE","5880","11215","1082","37","3025521","6","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"376462","134816","3","BROOKLYN","196","196","196","8 STREET","5930","11215","1003","127","3341913","6","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"354732","134903","3","BROOKLYN","372","372","372","8 STREET","5930","11215","1006","18","3022153","6","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"303622","136353","3","BROOKLYN","680","680","680","10 STREET","6130","11215","1095","30","3026212","6","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"336665","138085","3","BROOKLYN","487","487","487","12 STREET","6330","11215","1097","70","3026357","6","2025-08-13T00:00:00.000","2026-09-01T00:00:00.000"
"366578","143695","3","BROOKLYN","555","555","555","18 STREET","6930","11215","877","52","3016980","7","2017-09-18T00:00:00.000","2018-09-01T00:00:00.000"
"372619","144608","3","BROOKLYN","6517","6517","6517","20 AVENUE","7080","11204","5556","3","3133999","11","2024-08-20T00:00:00.000","2025-09-01T00:00:00.000"
"374225","144651","3","BROOKLYN","6824","6824","6824","20 AVENUE","7080","11204","5578","47","3135048","11","2025-07-17T00:00:00.000","2026-09-01T00:00:00.000"
"328089","145065","3","BROOKLYN","309","309","309","20 STREET","7180","11215","886","81","3017251","7","2007-12-14T00:00:00.000","2008-10-01T00:00:00.000"
"358151","145547","3","BROOKLYN","219","219","219","21 STREET","7330","11232","640","48","3009277","7","2025-09-08T00:00:00.000","2026-09-01T00:00:00.000"
"302458","147233","3","BROOKLYN","121","121","121","33 STREET","8230","11232","680","68","3010091","7","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"301665","147412","3","BROOKLYN","1243","1243","1243","36 STREET","8380","11218","5308","42","3123744","12","2025-06-25T00:00:00.000","2026-09-01T00:00:00.000"
"368771","147416","3","BROOKLYN","1249","1249","1249","36 STREET","8380","11218","5308","40","3123742","12","2024-04-19T00:00:00.000","2024-09-30T00:00:00.000"
"325240","150300","3","BROOKLYN","842","842","842","43 STREET","8730","11232","733","23","3011056","12","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"310084","150862","3","BROOKLYN","833","833","833","44 STREET","8780","11220","733","64","3011077","12","2025-08-24T00:00:00.000","2026-09-01T00:00:00.000"
"331605","151736","3","BROOKLYN","1445","1445","1445","46 STREET","8880","11219","5618","61","3136789","12","2024-10-23T00:00:00.000","2025-09-01T00:00:00.000"
"302377","152088","3","BROOKLYN","759","759","759","46 STREET","8880","11220","750","48","3011743","7","2025-06-27T00:00:00.000","2026-09-01T00:00:00.000"
"324506","152175","3","BROOKLYN","960","960","960","46 STREET","8880","11219","5619","33","3136820","12","2013-01-31T00:00:00.000","2013-09-15T00:00:00.000"
"325470","152226","3","BROOKLYN","1233","1231","1233","47 STREET","8930","11219","5622","60","3253361","12","2020-11-23T00:00:00.000","2021-09-01T00:00:00.000"
"330738","152743","3","BROOKLYN","943","943","943","47 STREET","8930","11219","5619","61","3136838","12","2014-10-28T00:00:00.000","2015-09-01T00:00:00.000"
"360864","152885","3","BROOKLYN","1508","1508","1508","48 STREET","8980","11219","5447","9","3128941","12","2022-09-02T00:00:00.000","2023-09-01T00:00:00.000"
"391093","156612","3","BROOKLYN","518","518","518","53 STREET","9230","11220","816","13","3014291","7","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"139871","10095","1","MANHATTAN","101","101","103","CROSBY STREET","16150","10012","496","12","1007544","2","2025-12-18T00:00:00.000","2026-09-01T00:00:00.000"
"433735","443209","4","QUEENS","84-22","84-22","84-22","55 AVENUE","11440","11373","2892","17","4065732","4","2025-12-05T00:00:00.000","2026-09-01T00:00:00.000"
"206861","101354","2","BRONX","4623","4623","4623","PARK AVENUE","56820","10458","3031","50","2011206","6","2025-12-02T00:00:00.000","2026-09-01T00:00:00.000"
"370366","159554","3","BROOKLYN","457","457","457","57 STREET","9430","11220","839","53","3015353","7","2023-07-04T00:00:00.000","2024-09-30T00:00:00.000"
"388441","159605","3","BROOKLYN","556","556","556","57 STREET","9430","11220","848","28","3015740","7","2025-06-16T00:00:00.000","2026-09-01T00:00:00.000"
"312005","160680","3","BROOKLYN","1010","1010","1010","59 STREET","9530","11219","5709","10","3140941","12","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
"337473","161482","3","BROOKLYN","1018","1018","1018","60 STREET","9580","11219","5716","13","3141201","12","2025-08-24T00:00:00.000","2026-09-01T00:00:00.000"
"390499","162077","3","BROOKLYN","426","426","426","60 STREET","9580","11220","5782","15","3143420","7","2025-06-12T00:00:00.000","2026-09-01T00:00:00.000"
"388187","162210","3","BROOKLYN","712","712","712","60 STREET","9580","11220","5785","10","3143589","7","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"328805","162370","3","BROOKLYN","1433","1433","1433","61 STREET","9630","11219","5720","68","3141367","12","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"328870","163794","3","BROOKLYN","1775","1775","1775","63 STREET","9730","11204","5532","48","3132770","11","2025-08-14T00:00:00.000","2026-09-01T00:00:00.000"
"362218","165617","3","BROOKLYN","1416","1416","1416","66 STREET","9880","11219","5762","13","3142602","11","2019-08-13T00:00:00.000","2020-11-01T00:00:00.000"
"316741","167078","3","BROOKLYN","427","427","427","68 STREET","9980","11220","5855","76","3144744","10","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"313670","167093","3","BROOKLYN","449","449","449","68 STREET","9980","11220","5855","69","3144737","10","2025-09-29T00:00:00.000","2026-09-01T00:00:00.000"
"364737","170838","3","BROOKLYN","2025","2025","2025","74 STREET","10280","11204","6207","67","3159235","11","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"352089","172355","3","BROOKLYN","1680","1680","1680","76 STREET","10380","11214","6236","64","3160806","11","2024-12-30T00:00:00.000","2025-09-01T00:00:00.000"
"345388","174061","3","BROOKLYN","1615","1615","1615","78 STREET","10480","11214","6247","54","3161404","11","2025-09-13T00:00:00.000","2026-09-01T00:00:00.000"
"356191","177610","3","BROOKLYN","2402","2402","2404","82 STREET","10680","11214","6852","7","3185111","11","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"369389","177726","3","BROOKLYN","521","521","521","82 STREET","10680","11209","5999","82","3151813","10","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"308654","179816","3","BROOKLYN","2463","2463","2463","85 STREET","10830","11214","6856","53","3185271","11","2025-09-30T00:00:00.000","2026-09-01T00:00:00.000"
"374060","182386","3","BROOKLYN","326","326","326","100 STREET","11490","11209","6137","72","3156143","10","2025-06-30T00:00:00.000","2026-09-01T00:00:00.000"
"817629","185041","3","BROOKLYN","948","948","948","DUMONT AVENUE","13130","11207","4080","23","3090534","5","2025-07-23T00:00:00.000","2026-09-01T00:00:00.000"
"818072","186625","3","BROOKLYN","992","992","992","ATLANTIC AVENUE","13430","11238","1125","7","3027542","8","2025-01-03T00:00:00.000","2025-09-01T00:00:00.000"
"825247","187310","3","BROOKLYN","9415","9415","9415","AVENUE B","13780","11236","4754","5","3105022","17","2025-06-30T00:00:00.000","2026-09-01T00:00:00.000"
"817888","187636","3","BROOKLYN","4114","4114","4114","AVENUE D","13880","11203","4975","6","3112747","17","2024-10-08T00:00:00.000","2025-09-01T00:00:00.000"
"305117","194521","3","BROOKLYN","388","380","402","AVENUE S","14530","11223","7104","144","3191491","15","2025-09-15T00:00:00.000","2026-09-01T00:00:00.000"
"326052","194720","3","BROOKLYN","1308","1308","1308","AVENUE T","14580","11229","7318","3","3198009","15","2025-10-02T00:00:00.000","2026-09-01T00:00:00.000"
"317445","195311","3","BROOKLYN","629","629","629","AVENUE T","14580","11223","7088","45","3190491","15","2021-06-28T00:00:00.000","2022-09-01T00:00:00.000"
"825166","197149","3","BROOKLYN","373","373","373","AVENUE X","14780","11223","7177","45","3194636","15","2025-07-15T00:00:00.000","2026-09-01T00:00:00.000"
"356157","198244","3","BROOKLYN","60A","60A","60A","BAINBRIDGE STREET","14980","11233","1684","29","3047702","3","2019-08-06T00:00:00.000","2020-11-01T00:00:00.000"
"357096","200797","3","BROOKLYN","98","98","98","BAY 11 STREET","16130","11228","6395","48","3167420","11","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"303353","201079","3","BROOKLYN","21","21","21","BAY 14 STREET","16230","11214","6365","31","3166435","11","2025-08-18T00:00:00.000","2026-09-01T00:00:00.000"
"332149","201399","3","BROOKLYN","50","50","50","BAY 17 STREET","16330","11214","6367","68","3166553","11","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"304712","201907","3","BROOKLYN","38","36","40","BAY 25 STREET","16580","11214","6375","52","3166906","11","2025-08-05T00:00:00.000","2026-09-01T00:00:00.000"
"337014","202372","3","BROOKLYN","125","125","125","BAY 34 STREET","16880","11214","6874","28","3185925","11","2025-09-29T00:00:00.000","2026-09-01T00:00:00.000"
"361419","202741","3","BROOKLYN","44","44","44","BAY 38 STREET","17030","11214","6865","61","3185596","11","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"327532","203951","3","BROOKLYN","8678","8674","8684","BAY PARKWAY","17330","11214","6380","1","3167050","11","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"327293","209473","3","BROOKLYN","431","431","431","BERRIMAN STREET","19430","11208","4454","73","3098398","5","2022-05-03T00:00:00.000","2022-09-01T00:00:00.000"
"327357","212828","3","BROOKLYN","3","3","3","BRIGHTON 8 COURT","22130","11235","7264","35","3196528","13","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"816164","212937","3","BROOKLYN","18","18","18","BRIGHTON 10 COURT","22250","11235","8702","8","3245217","13","2018-09-04T00:00:00.000","2019-09-01T00:00:00.000"
"375927","216447","3","BROOKLYN","90","90","90","BUTLER STREET","24230","11231","409","7501","3330483","6","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"351013","217833","3","BROOKLYN","268","268","268","CARROLL STREET","24830","11231","450","18","3007566","6","2022-12-28T00:00:00.000","2023-09-01T00:00:00.000"
"326322","217996","3","BROOKLYN","597","597","597","CARROLL STREET","24830","11215","958","56","3020261","6","2025-07-07T00:00:00.000","2026-09-01T00:00:00.000"
"338693","218158","3","BROOKLYN","817","817","817","CARROLL STREET","24830","11215","1068","68","3024848","6","2025-06-17T00:00:00.000","2026-09-01T00:00:00.000"
"336576","218712","3","BROOKLYN","471","471","471","CENTRAL AVENUE","25330","11221","3383","6","3077577","4","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"302997","220540","3","BROOKLYN","5401","5401","5401","CHURCH AVENUE","26230","11203","4680","50","3102300","17","2024-10-29T00:00:00.000","2025-09-01T00:00:00.000"
"305886","224114","3","BROOKLYN","204","204","204","COLUMBIA HEIGHTS","28330","11201","208","310","3001497","2","2025-06-18T00:00:00.000","2026-09-01T00:00:00.000"
"327750","225553","3","BROOKLYN","112","112","112","CONSELYEA STREET","29130","11211","2758","17","3068708","1","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"358426","225689","3","BROOKLYN","100","100","100","COOPER STREET","29330","11207","3439","35","3079921","4","2018-10-18T00:00:00.000","2019-09-01T00:00:00.000"
"325776","225824","3","BROOKLYN","286","286","286","COOPER STREET","29330","11237","3443","23","3080053","4","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"346823","226571","3","BROOKLYN","2903","2903","2903","CORTELYOU ROAD","29630","11226","5173","68","3119242","17","2025-02-05T00:00:00.000","2025-09-01T00:00:00.000"
"323757","227301","3","BROOKLYN","2064","2064","2064","COYLE STREET","30130","11229","7339","34","3199204","15","2025-06-17T00:00:00.000","2026-09-01T00:00:00.000"
"302025","228052","3","BROOKLYN","1873","1873","1875","CROPSEY AVENUE","30630","11214","6438","1","3168670","11","2025-08-29T00:00:00.000","2026-09-01T00:00:00.000"
"375778","228117","3","BROOKLYN","2416","2416","2416","CROPSEY AVENUE","30630","11214","6927","50","3187594","11","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"380649","228825","3","BROOKLYN","264","264","266","CUMBERLAND STREET","31130","11205","2101","7503","3058985","2","2025-09-10T00:00:00.000","2026-09-01T00:00:00.000"
"315863","230666","3","BROOKLYN","1133","1133","1133","DEAN STREET","31830","11216","1206","75","3030030","8","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"369988","231086","3","BROOKLYN","2083","2083","2083","DEAN STREET","31830","11233","1439","70","3038703","16","2014-05-15T00:00:00.000","2014-09-01T00:00:00.000"
"821815","232757","3","BROOKLYN","13","13","13","DENNETT PLACE","32330","11231","472","40","3008100","6","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"327627","233917","3","BROOKLYN","1801","1801","1823","DORCHESTER ROAD","33530","11226","5161","33","3118790","14","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"325724","241757","3","BROOKLYN","1373","1373","1373","EAST 10 STREET","35230","11230","6573","58","3173162","12","1999-12-01T00:00:00.000","2000-09-30T00:00:00.000"
"309931","243180","3","BROOKLYN","875","875","875","EAST 12 STREET","35330","11230","6696","57","3179232","14","2019-01-17T00:00:00.000","2019-09-01T00:00:00.000"
"313937","243811","3","BROOKLYN","28","28","28","ARGYLE ROAD","35380","11218","5073","14","3116390","14","2025-07-25T00:00:00.000","2026-09-01T00:00:00.000"
"308085","244431","3","BROOKLYN","2115","2115","2115","EAST 14 STREET","35430","11229","7347","72","3199566","15","2025-06-25T00:00:00.000","2026-09-01T00:00:00.000"
"348238","251105","3","BROOKLYN","2425","2425","2425","EAST 23 STREET","35830","11235","7422","462","3203368","15","2025-10-02T00:00:00.000","2026-09-01T00:00:00.000"
"815031","257663","3","BROOKLYN","368","368","368","EAST 32 STREET","36230","11226","4948","36","3111325","17","2023-12-05T00:00:00.000","2024-09-30T00:00:00.000"
"350337","264241","3","BROOKLYN","718","718","718","EAST 43 STREET","36780","11203","4989","33","3113422","17","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
